id,sensor,reading,emotional_state,color,size,x,y,distance_from_center,branch_angle,time_index
nutrients_d15_h3,nutrients,1060.0,thriving,#00FF7F,1.1,-443.8,1025.7,1117.6,14.546,363
air_quality_d15_h3,air_quality,13.2,thriving,#FF69B4,1.3,-1016.3,-439.8,1107.4,16.116,363
light_d15_h4,light,40.0,critical,#DC143C,1.3,477.1,-1013.8,1120.4,11.435,364
humidity_d15_h4,humidity,64.8,content,#00CED1,1.2,997.7,469.5,1102.6,13.006,364
nutrients_d15_h4,nutrients,1081.7,thriving,#00FF7F,1.6,-470.3,999.5,1104.6,14.577,364
air_quality_d15_h4,air_quality,17.9,stable,#C71585,1.1,-1007.3,-474.0,1113.3,16.148,364
light_d15_h5,light,40.0,critical,#DC143C,1.9,501.7,-984.7,1105.1,11.467,365
humidity_d15_h5,humidity,64.0,content,#00CED1,1.2,987.2,503.0,1108.0,13.038,365
nutrients_d15_h5,nutrients,1058.9,thriving,#00FF7F,1.9,-507.7,996.4,1118.2,14.608,365
air_quality_d15_h5,air_quality,13.8,thriving,#FF69B4,2.0,-995.2,-507.1,1117.0,16.179,365
light_d15_h6,light,200.0,stressed,#FF4500,2.0,539.3,-980.9,1119.4,11.498,366
humidity_d15_h6,humidity,59.4,thriving,#00FFFF,1.7,977.3,537.3,1115.3,13.069,366
nutrients_d15_h6,nutrients,1065.7,thriving,#00FF7F,2.0,-535.6,974.3,1111.8,14.640,366
air_quality_d15_h6,air_quality,15.4,thriving,#FF69B4,1.6,-974.0,-535.5,1111.5,16.211,366
light_d15_h7,light,339.8,concerned,#FF6347,1.1,570.0,-963.8,1119.7,11.530,367
humidity_d15_h7,humidity,53.7,stable,#20B2AA,1.5,964.4,570.3,1120.4,13.100,367
nutrients_d15_h7,nutrients,1064.7,thriving,#00FF7F,1.7,-565.9,956.9,1111.7,14.671,367
air_quality_d15_h7,air_quality,12.7,thriving,#FF69B4,1.1,-973.4,-575.7,1130.9,16.242,367
light_d15_h8,light,470.0,content,#FFA500,1.8,601.0,-946.9,1121.5,11.561,368
humidity_d15_h8,humidity,53.8,stable,#20B2AA,1.7,950.5,603.2,1125.8,13.132,368
nutrients_d15_h8,nutrients,1068.1,thriving,#00FF7F,1.5,-605.2,953.6,1129.4,14.703,368
air_quality_d15_h8,air_quality,34.3,critical,#8A2BE2,1.5,-943.8,-599.0,1117.9,16.273,368
light_d15_h9,light,581.8,stable,#FF8C00,1.7,628.2,-924.4,1117.6,11.592,369
humidity_d15_h9,humidity,52.6,stable,#20B2AA,2.0,932.2,633.5,1127.1,13.163,369
nutrients_d15_h9,nutrients,1267.9,stable,#90EE90,1.3,-637.9,938.7,1135.0,14.734,369
air_quality_d15_h9,air_quality,12.2,thriving,#FF69B4,1.3,-934.4,-635.0,1129.8,16.305,369
light_d15_h10,light,667.7,concerned,#FF6347,1.3,659.5,-907.8,1122.1,11.624,370
humidity_d15_h10,humidity,52.3,stable,#20B2AA,2.0,912.1,662.7,1127.4,13.195,370
nutrients_d15_h10,nutrients,1071.1,thriving,#00FF7F,1.2,-663.6,913.4,1129.1,14.765,370
air_quality_d15_h10,air_quality,18.4,stable,#C71585,1.1,-912.8,-663.2,1128.3,16.336,370
light_d15_h11,light,721.6,stressed,#FF4500,1.3,690.7,-890.4,1126.8,11.655,371
humidity_d15_h11,humidity,52.5,stable,#20B2AA,1.2,894.9,694.1,1132.5,13.226,371
nutrients_d15_h11,nutrients,1078.2,thriving,#00FF7F,1.7,-696.2,897.5,1135.8,14.797,371
air_quality_d15_h11,air_quality,15.4,thriving,#FF69B4,1.3,-896.0,-695.0,1134.0,16.368,371
light_d15_h12,light,740.0,stressed,#FF4500,1.1,722.0,-872.7,1132.6,11.687,372
humidity_d15_h12,humidity,48.4,stable,#20B2AA,2.0,871.1,720.7,1130.6,13.258,372
nutrients_d15_h12,nutrients,1084.3,thriving,#00FF7F,2.0,-722.4,873.2,1133.2,14.828,372
air_quality_d15_h12,air_quality,16.9,stable,#C71585,1.1,-876.2,-724.9,1137.2,16.399,372
light_d15_h13,light,721.6,stressed,#FF4500,1.3,749.4,-850.0,1133.1,11.718,373
humidity_d15_h13,humidity,53.2,stable,#20B2AA,1.5,849.2,748.6,1132.1,13.289,373
nutrients_d15_h13,nutrients,1080.9,thriving,#00FF7F,1.2,-755.4,856.8,1142.2,14.860,373
air_quality_d15_h13,air_quality,14.9,thriving,#FF69B4,1.9,-857.3,-755.8,1142.8,16.431,373
light_d15_h14,light,667.7,concerned,#FF6347,1.4,783.8,-834.6,1144.9,11.750,374
humidity_d15_h14,humidity,47.4,stable,#20B2AA,1.0,839.1,788.0,1151.1,13.320,374
nutrients_d15_h14,nutrients,1075.3,thriving,#00FF7F,1.9,-778.2,828.7,1136.9,14.891,374
air_quality_d15_h14,air_quality,35.5,critical,#8A2BE2,1.0,-835.8,-784.9,1146.6,16.462,374
light_d15_h15,light,581.8,stable,#FF8C00,1.3,811.2,-811.2,1147.1,11.781,375
humidity_d15_h15,humidity,51.0,stable,#20B2AA,1.2,816.0,816.0,1153.9,13.352,375
nutrients_d15_h15,nutrients,1072.8,thriving,#00FF7F,1.9,-811.0,811.0,1147.0,14.923,375
air_quality_d15_h15,air_quality,18.0,stable,#C71585,1.8,-816.0,-816.0,1154.1,16.493,375
light_d15_h16,light,470.0,content,#FFA500,2.0,837.0,-786.0,1148.2,11.812,376
humidity_d15_h16,humidity,57.6,thriving,#00FFFF,1.9,786.7,837.8,1149.2,13.383,376
nutrients_d15_h16,nutrients,1069.9,thriving,#00FF7F,1.4,-834.9,784.0,1145.3,14.954,376
air_quality_d15_h16,air_quality,12.2,thriving,#FF69B4,1.0,-792.2,-843.6,1157.2,16.525,376
light_d15_h17,light,339.8,concerned,#FF6347,1.7,869.4,-766.5,1159.1,11.844,377
humidity_d15_h17,humidity,55.8,content,#00CED1,1.6,765.0,867.8,1156.9,13.415,377
nutrients_d15_h17,nutrients,1079.5,thriving,#00FF7F,1.5,-868.9,766.0,1158.3,14.985,377
air_quality_d15_h17,air_quality,14.4,thriving,#FF69B4,1.3,-754.7,-856.1,1141.2,16.556,377
light_d15_h18,light,200.0,stressed,#FF4500,1.7,888.3,-734.9,1152.9,11.875,378
humidity_d15_h18,humidity,63.2,content,#00CED1,1.7,731.3,884.0,1147.2,13.446,378
nutrients_d15_h18,nutrients,1055.5,thriving,#00FF7F,1.6,-882.3,729.9,1145.1,15.017,378
air_quality_d15_h18,air_quality,13.1,thriving,#FF69B4,1.5,-739.7,-894.2,1160.5,16.588,378
light_d15_h19,light,40.0,critical,#DC143C,1.4,917.6,-711.8,1161.3,11.907,379
humidity_d15_h19,humidity,63.9,content,#00CED1,1.1,714.5,921.1,1165.7,13.477,379
nutrients_d15_h19,nutrients,1083.8,thriving,#00FF7F,1.5,-913.9,708.9,1156.6,15.048,379
air_quality_d15_h19,air_quality,12.8,thriving,#FF69B4,1.8,-703.3,-906.7,1147.5,16.619,379
light_d15_h20,light,40.0,critical,#DC143C,1.9,934.1,-678.7,1154.6,11.938,380
humidity_d15_h20,humidity,61.4,thriving,#00FFFF,1.5,680.3,936.4,1157.4,13.509,380
nutrients_d15_h20,nutrients,1068.5,thriving,#00FF7F,1.3,-935.1,679.4,1155.8,15.080,380
air_quality_d15_h20,air_quality,11.1,thriving,#FF69B4,1.2,-679.7,-935.6,1156.4,16.650,380
light_d15_h21,light,40.0,critical,#DC143C,1.8,958.0,-651.0,1158.2,11.969,381
humidity_d15_h21,humidity,68.7,stable,#20B2AA,1.0,649.5,955.7,1155.5,13.540,381
nutrients_d15_h21,nutrients,1058.9,thriving,#00FF7F,1.1,-957.6,650.8,1157.8,15.111,381
air_quality_d15_h21,air_quality,16.4,content,#FF1493,1.9,-658.4,-968.9,1171.4,16.682,381
light_d15_h22,light,40.0,critical,#DC143C,1.5,987.0,-626.4,1169.0,12.001,382
humidity_d15_h22,humidity,68.6,stable,#20B2AA,2.0,628.7,990.6,1173.3,13.572,382
nutrients_d15_h22,nutrients,1056.3,thriving,#00FF7F,1.7,-992.0,629.5,1174.9,15.142,382
air_quality_d15_h22,air_quality,13.8,thriving,#FF69B4,2.0,-628.7,-990.6,1173.3,16.713,382
light_d15_h23,light,40.0,critical,#DC143C,1.5,1007.1,-595.6,1170.0,12.032,383
humidity_d15_h23,humidity,70.6,stable,#20B2AA,2.0,597.1,1009.6,1173.0,13.603,383
nutrients_d15_h23,nutrients,1055.8,thriving,#00FF7F,2.0,-1012.8,599.0,1176.7,15.174,383
air_quality_d15_h23,air_quality,11.5,thriving,#FF69B4,1.0,-595.9,-1007.7,1170.7,16.745,383
light_d16_h0,light,40.0,critical,#DC143C,1.2,1019.7,-560.6,1163.6,12.064,384
humidity_d16_h0,humidity,71.0,stable,#20B2AA,2.0,568.3,1033.7,1179.6,13.635,384
nutrients_d16_h0,nutrients,1075.7,thriving,#00FF7F,1.7,-1028.2,565.2,1173.3,15.205,384
air_quality_d16_h0,air_quality,17.4,stable,#C71585,1.9,-567.9,-1033.0,1178.9,16.776,384
light_d16_h1,light,40.0,critical,#DC143C,1.8,1050.1,-535.1,1178.5,12.095,385
humidity_d16_h1,humidity,71.0,stable,#20B2AA,1.2,530.0,1040.1,1167.4,13.666,385
nutrients_d16_h1,nutrients,1081.1,thriving,#00FF7F,1.3,-1051.9,536.0,1180.6,15.237,385
air_quality_d16_h1,air_quality,16.8,stable,#C71585,1.9,-532.2,-1044.5,1172.2,16.808,385
light_d16_h2,light,40.0,critical,#DC143C,1.2,1068.6,-502.9,1181.0,12.127,386
humidity_d16_h2,humidity,66.9,stable,#20B2AA,1.2,501.6,1065.9,1178.0,13.697,386
nutrients_d16_h2,nutrients,1059.9,thriving,#00FF7F,1.5,-1073.5,505.1,1186.4,15.268,386
air_quality_d16_h2,air_quality,12.8,thriving,#FF69B4,2.0,-505.8,-1074.8,1187.9,16.839,386
light_d16_h3,light,40.0,critical,#DC143C,1.4,1092.0,-472.5,1189.8,12.158,387
humidity_d16_h3,humidity,69.6,stable,#20B2AA,1.9,468.6,1082.8,1179.9,13.729,387
nutrients_d16_h3,nutrients,1066.2,thriving,#00FF7F,1.5,-1080.3,467.5,1177.1,15.300,387
air_quality_d16_h3,air_quality,17.8,stable,#C71585,1.6,-465.7,-1076.2,1172.7,16.870,387
light_d16_h4,light,40.0,critical,#DC143C,1.0,1107.3,-438.4,1190.9,12.189,388
humidity_d16_h4,humidity,62.2,thriving,#00FFFF,1.1,433.3,1094.4,1177.1,13.760,388
nutrients_d16_h4,nutrients,1076.9,thriving,#00FF7F,1.4,-1091.9,432.3,1174.4,15.331,388
air_quality_d16_h4,air_quality,25.7,critical,#8A2BE2,1.2,-433.2,-1094.2,1176.8,16.902,388
light_d16_h5,light,40.0,critical,#DC143C,1.2,1121.8,-403.9,1192.2,12.221,389
humidity_d16_h5,humidity,64.9,content,#00CED1,1.7,399.1,1108.4,1178.1,13.792,389
nutrients_d16_h5,nutrients,1066.2,thriving,#00FF7F,1.5,-1115.9,401.8,1186.0,15.362,389
air_quality_d16_h5,air_quality,21.7,stressed,#9370DB,1.5,-399.8,-1110.4,1180.2,16.933,389
light_d16_h6,light,200.0,stressed,#FF4500,1.1,1125.3,-365.6,1183.2,12.252,390
humidity_d16_h6,humidity,56.4,content,#00CED1,1.7,365.3,1124.3,1182.2,13.823,390
nutrients_d16_h6,nutrients,1055.8,thriving,#00FF7F,1.8,-1133.3,368.2,1191.6,15.394,390
air_quality_d16_h6,air_quality,11.0,thriving,#FF69B4,1.8,-367.4,-1130.6,1188.8,16.965,390
light_d16_h7,light,339.8,concerned,#FF6347,1.3,1140.4,-331.3,1187.6,12.284,391
humidity_d16_h7,humidity,59.7,thriving,#00FFFF,1.1,331.2,1139.9,1187.0,13.854,391
nutrients_d16_h7,nutrients,1070.2,thriving,#00FF7F,1.5,-1152.7,334.9,1200.4,15.425,391
air_quality_d16_h7,air_quality,17.0,stable,#C71585,1.5,-330.1,-1136.2,1183.2,16.996,391
light_d16_h8,light,470.0,content,#FFA500,1.1,1153.6,-296.2,1191.0,12.315,392
humidity_d16_h8,humidity,57.1,thriving,#00FFFF,1.9,295.6,1151.4,1188.7,13.886,392
nutrients_d16_h8,nutrients,1066.1,thriving,#00FF7F,1.2,-1160.2,297.9,1197.9,15.457,392
air_quality_d16_h8,air_quality,11.8,thriving,#FF69B4,1.4,-298.1,-1161.2,1198.9,17.027,392
light_d16_h9,light,581.8,stable,#FF8C00,1.5,1178.1,-263.3,1207.2,12.346,393
humidity_d16_h9,humidity,56.3,content,#00CED1,1.7,259.5,1160.7,1189.4,13.917,393
nutrients_d16_h9,nutrients,1064.7,thriving,#00FF7F,1.4,-1169.9,261.5,1198.8,15.488,393
air_quality_d16_h9,air_quality,16.8,stable,#C71585,1.4,-261.6,-1170.5,1199.4,17.059,393
light_d16_h10,light,667.7,concerned,#FF6347,1.5,1189.8,-227.0,1211.3,12.378,394
humidity_d16_h10,humidity,53.6,stable,#20B2AA,1.6,223.5,1171.8,1193.0,13.949,394
nutrients_d16_h10,nutrients,1071.1,thriving,#00FF7F,1.4,-1174.1,224.0,1195.3,15.519,394
air_quality_d16_h10,air_quality,18.4,stable,#C71585,1.7,-226.2,-1185.9,1207.3,17.090,394
light_d16_h11,light,721.6,stressed,#FF4500,1.2,1188.3,-188.2,1203.1,12.409,395
humidity_d16_h11,humidity,52.9,stable,#20B2AA,2.0,189.2,1194.7,1209.6,13.980,395
nutrients_d16_h11,nutrients,1072.7,thriving,#00FF7F,1.8,-1185.1,187.7,1199.8,15.551,395
air_quality_d16_h11,air_quality,16.0,content,#FF1493,1.5,-188.4,-1189.3,1204.1,17.122,395
light_d16_h12,light,740.0,stressed,#FF4500,1.6,1195.1,-151.0,1204.6,12.441,396
humidity_d16_h12,humidity,51.3,stable,#20B2AA,1.3,150.7,1193.1,1202.6,14.012,396
nutrients_d16_h12,nutrients,1056.3,thriving,#00FF7F,1.3,-1207.5,152.5,1217.1,15.582,396
air_quality_d16_h12,air_quality,11.8,thriving,#FF69B4,1.8,-151.5,-1199.4,1208.9,17.153,396
light_d16_h13,light,721.6,stressed,#FF4500,1.7,1204.5,-113.9,1209.9,12.472,397
humidity_d16_h13,humidity,52.5,stable,#20B2AA,1.2,113.8,1204.0,1209.4,14.043,397
nutrients_d16_h13,nutrients,1067.8,thriving,#00FF7F,1.3,-1210.5,114.4,1215.9,15.614,397
air_quality_d16_h13,air_quality,11.7,thriving,#FF69B4,1.3,-113.5,-1201.1,1206.4,17.185,397
light_d16_h14,light,667.7,concerned,#FF6347,1.5,1206.9,-75.9,1209.3,12.504,398
humidity_d16_h14,humidity,54.5,content,#00CED1,1.1,76.1,1209.7,1212.0,14.074,398
nutrients_d16_h14,nutrients,1065.3,thriving,#00FF7F,1.1,-1204.3,75.8,1206.7,15.645,398
air_quality_d16_h14,air_quality,11.6,thriving,#FF69B4,1.7,-76.4,-1215.0,1217.4,17.216,398
light_d16_h15,light,581.8,stable,#FF8C00,1.3,1212.1,-38.1,1212.7,12.535,399
humidity_d16_h15,humidity,50.3,stable,#20B2AA,1.9,38.1,1213.6,1214.2,14.106,399
nutrients_d16_h15,nutrients,1270.7,stable,#90EE90,1.5,-1220.7,38.4,1221.3,15.677,399
air_quality_d16_h15,air_quality,15.6,thriving,#FF69B4,1.6,-37.9,-1206.7,1207.3,17.247,399
light_d16_h16,light,470.0,content,#FFA500,1.4,1217.4,-0.0,1217.4,12.566,400
humidity_d16_h16,humidity,52.6,stable,#20B2AA,1.1,0.0,1226.7,1226.7,14.137,400
nutrients_d16_h16,nutrients,1330.5,stable,#90EE90,1.1,-1214.4,0.0,1214.4,15.708,400
air_quality_d16_h16,air_quality,15.9,content,#FF1493,2.0,-0.0,-1223.1,1223.1,17.279,400
light_d16_h17,light,339.8,concerned,#FF6347,1.8,1228.1,38.6,1228.7,12.598,401
humidity_d16_h17,humidity,55.4,content,#00CED1,1.7,-38.7,1231.5,1232.1,14.169,401
nutrients_d16_h17,nutrients,1075.6,thriving,#00FF7F,1.1,-1219.4,-38.3,1220.0,15.739,401
air_quality_d16_h17,air_quality,22.8,stressed,#9370DB,1.6,38.7,-1230.6,1231.2,17.310,401
light_d16_h18,light,200.0,stressed,#FF4500,1.4,1221.1,76.8,1223.5,12.629,402
humidity_d16_h18,humidity,57.5,thriving,#00FFFF,1.3,-77.6,1232.7,1235.1,14.200,402
nutrients_d16_h18,nutrients,1063.8,thriving,#00FF7F,1.2,-1222.8,-76.9,1225.3,15.771,402
air_quality_d16_h18,air_quality,17.0,stable,#C71585,1.0,77.1,-1224.9,1227.3,17.342,402
light_d16_h19,light,40.0,critical,#DC143C,1.4,1214.4,114.8,1219.8,12.661,403
humidity_d16_h19,humidity,59.1,thriving,#00FFFF,1.4,-115.8,1225.5,1231.0,14.231,403
nutrients_d16_h19,nutrients,1061.6,thriving,#00FF7F,1.4,-1216.1,-115.0,1221.5,15.802,403
air_quality_d16_h19,air_quality,13.5,thriving,#FF69B4,1.6,116.0,-1227.6,1233.1,17.373,403
light_d16_h20,light,40.0,critical,#DC143C,1.9,1215.9,153.6,1225.6,12.692,404
humidity_d16_h20,humidity,66.3,stable,#20B2AA,1.2,-155.0,1227.0,1236.7,14.263,404
nutrients_d16_h20,nutrients,1059.9,thriving,#00FF7F,1.3,-1230.9,-155.5,1240.7,15.834,404
air_quality_d16_h20,air_quality,14.0,thriving,#FF69B4,1.1,155.6,-1231.4,1241.2,17.404,404
light_d16_h21,light,40.0,critical,#DC143C,1.1,1213.2,192.1,1228.3,12.723,405
humidity_d16_h21,humidity,65.4,content,#00CED1,1.8,-194.4,1227.2,1242.5,14.294,405
nutrients_d16_h21,nutrients,1072.2,thriving,#00FF7F,1.7,-1213.1,-192.1,1228.2,15.865,405
air_quality_d16_h21,air_quality,13.8,thriving,#FF69B4,1.1,193.2,-1220.1,1235.3,17.436,405
light_d16_h22,light,40.0,critical,#DC143C,1.8,1208.6,230.6,1230.4,12.755,406
humidity_d16_h22,humidity,72.5,stable,#20B2AA,1.4,-233.6,1224.5,1246.6,14.326,406
nutrients_d16_h22,nutrients,1055.4,thriving,#00FF7F,1.7,-1219.5,-232.6,1241.5,15.896,406
air_quality_d16_h22,air_quality,12.5,thriving,#FF69B4,1.8,230.9,-1210.5,1232.3,17.467,406
light_d16_h23,light,40.0,critical,#DC143C,1.1,1213.3,271.2,1243.3,12.786,407
humidity_d16_h23,humidity,66.5,stable,#20B2AA,1.7,-271.6,1215.0,1245.0,14.357,407
nutrients_d16_h23,nutrients,1058.7,thriving,#00FF7F,1.1,-1213.4,-271.2,1243.3,15.928,407
air_quality_d16_h23,air_quality,12.5,thriving,#FF69B4,1.8,269.2,-1204.3,1234.0,17.499,407
light_d17_h0,light,40.0,critical,#DC143C,1.1,1198.4,307.7,1237.2,12.818,408
humidity_d17_h0,humidity,73.4,stable,#20B2AA,2.0,-308.0,1199.4,1238.3,14.388,408
nutrients_d17_h0,nutrients,1060.5,thriving,#00FF7F,1.9,-1210.0,-310.7,1249.2,15.959,408
air_quality_d17_h0,air_quality,13.0,thriving,#FF69B4,1.3,310.6,-1209.6,1248.9,17.530,408
light_d17_h1,light,40.0,critical,#DC143C,1.3,1195.9,347.4,1245.3,12.849,409
humidity_d17_h1,humidity,70.9,stable,#20B2AA,1.9,-345.4,1188.9,1238.1,14.420,409
nutrients_d17_h1,nutrients,1065.9,thriving,#00FF7F,1.8,-1189.4,-345.6,1238.6,15.991,409
air_quality_d17_h1,air_quality,16.8,stable,#C71585,1.1,346.1,-1191.3,1240.5,17.562,409
light_d17_h2,light,40.0,critical,#DC143C,1.8,1188.4,386.1,1249.6,12.881,410
humidity_d17_h2,humidity,67.1,stable,#20B2AA,1.7,-383.3,1179.8,1240.5,14.451,410
nutrients_d17_h2,nutrients,1073.5,thriving,#00FF7F,1.0,-1189.6,-386.5,1250.8,16.022,410
air_quality_d17_h2,air_quality,18.4,stable,#C71585,1.9,384.4,-1183.1,1244.0,17.593,410
light_d17_h3,light,40.0,critical,#DC143C,2.0,1172.7,422.2,1246.4,12.912,411
humidity_d17_h3,humidity,65.7,content,#00CED1,1.2,-424.0,1177.8,1251.8,14.483,411
nutrients_d17_h3,nutrients,1057.7,thriving,#00FF7F,1.5,-1169.7,-421.1,1243.2,16.054,411
air_quality_d17_h3,air_quality,13.9,thriving,#FF69B4,1.8,425.2,-1181.0,1255.2,17.624,411
light_d17_h4,light,40.0,critical,#DC143C,1.9,1165.1,461.3,1253.1,12.943,412
humidity_d17_h4,humidity,61.9,thriving,#00FFFF,1.5,-461.3,1165.1,1253.1,14.514,412
nutrients_d17_h4,nutrients,1070.0,thriving,#00FF7F,1.6,-1173.1,-464.5,1261.7,16.085,412
air_quality_d17_h4,air_quality,14.9,thriving,#FF69B4,1.9,462.2,-1167.5,1255.7,17.656,412
light_d17_h5,light,40.0,critical,#DC143C,1.7,1164.5,503.9,1268.9,12.975,413
humidity_d17_h5,humidity,63.6,content,#00CED1,1.3,-502.6,1161.4,1265.5,14.546,413
nutrients_d17_h5,nutrients,1341.3,stable,#90EE90,1.8,-1155.8,-500.2,1259.4,16.116,413
air_quality_d17_h5,air_quality,12.4,thriving,#FF69B4,1.5,498.7,-1152.5,1255.8,17.687,413
light_d17_h6,light,200.0,stressed,#FF4500,1.3,1139.3,536.1,1259.2,13.006,414
humidity_d17_h6,humidity,63.4,content,#00CED1,1.3,-540.7,1149.1,1270.0,14.577,414
nutrients_d17_h6,nutrients,1080.7,thriving,#00FF7F,1.4,-1138.6,-535.8,1258.4,16.148,414
air_quality_d17_h6,air_quality,16.4,content,#FF1493,1.6,538.9,-1145.2,1265.7,17.719,414
light_d17_h7,light,339.8,concerned,#FF6347,1.8,1128.9,575.2,1267.0,13.038,415
humidity_d17_h7,humidity,60.9,thriving,#00FFFF,1.1,-573.5,1125.5,1263.2,14.608,415
nutrients_d17_h7,nutrients,1056.0,thriving,#00FF7F,1.1,-1134.6,-578.1,1273.4,16.179,415
air_quality_d17_h7,air_quality,18.0,stable,#C71585,1.7,574.2,-1127.0,1264.8,17.750,415
light_d17_h8,light,470.0,content,#FFA500,1.7,1110.5,610.5,1267.3,13.069,416
humidity_d17_h8,humidity,58.1,thriving,#00FFFF,1.6,-608.1,1106.2,1262.3,14.640,416
nutrients_d17_h8,nutrients,1057.4,thriving,#00FF7F,1.9,-1109.7,-610.1,1266.4,16.211,416
air_quality_d17_h8,air_quality,18.8,concerned,#DA70D6,1.8,609.7,-1109.1,1265.6,17.781,416
light_d17_h9,light,581.8,stable,#FF8C00,1.7,1093.4,646.6,1270.2,13.100,417
humidity_d17_h9,humidity,53.9,stable,#20B2AA,1.7,-649.0,1097.4,1274.9,14.671,417
nutrients_d17_h9,nutrients,1063.4,thriving,#00FF7F,1.7,-1093.4,-646.6,1270.3,16.242,417
air_quality_d17_h9,air_quality,17.6,stable,#C71585,1.8,643.6,-1088.2,1264.3,17.813,417
light_d17_h10,light,667.7,concerned,#FF6347,1.7,1079.2,684.9,1278.2,13.132,418
humidity_d17_h10,humidity,51.6,stable,#20B2AA,1.2,-685.2,1079.8,1278.8,14.703,418
nutrients_d17_h10,nutrients,1052.7,thriving,#00FF7F,1.5,-1081.1,-686.1,1280.4,16.273,418
air_quality_d17_h10,air_quality,17.1,stable,#C71585,1.9,685.1,-1079.5,1278.5,17.844,418
light_d17_h11,light,721.6,stressed,#FF4500,1.1,1061.8,721.6,1283.8,13.163,419
humidity_d17_h11,humidity,51.2,stable,#20B2AA,1.2,-721.8,1062.1,1284.2,14.734,419
nutrients_d17_h11,nutrients,1059.9,thriving,#00FF7F,1.9,-1049.7,-713.4,1269.2,16.305,419
air_quality_d17_h11,air_quality,17.8,stable,#C71585,1.9,713.0,-1049.1,1268.4,17.876,419
light_d17_h12,light,740.0,stressed,#FF4500,2.0,1031.6,749.5,1275.1,13.195,420
humidity_d17_h12,humidity,50.7,stable,#20B2AA,1.0,-754.9,1039.0,1284.2,14.765,420
nutrients_d17_h12,nutrients,1069.4,thriving,#00FF7F,1.7,-1029.5,-747.9,1272.5,16.336,420
air_quality_d17_h12,air_quality,18.1,stable,#C71585,2.0,755.8,-1040.2,1285.8,17.907,420
light_d17_h13,light,721.6,stressed,#FF4500,1.5,1006.3,780.5,1273.5,13.226,421
humidity_d17_h13,humidity,50.7,stable,#20B2AA,1.2,-782.6,1008.9,1276.9,14.797,421
nutrients_d17_h13,nutrients,1062.2,thriving,#00FF7F,1.5,-1020.6,-791.7,1291.7,16.368,421
air_quality_d17_h13,air_quality,27.9,critical,#8A2BE2,1.3,784.8,-1011.8,1280.5,17.938,421
light_d17_h14,light,667.7,concerned,#FF6347,1.8,988.9,818.1,1283.4,13.258,422
humidity_d17_h14,humidity,53.6,stable,#20B2AA,1.7,-825.1,997.4,1294.5,14.828,422
nutrients_d17_h14,nutrients,1062.5,thriving,#00FF7F,1.3,-996.6,-824.4,1293.4,16.399,422
air_quality_d17_h14,air_quality,13.5,thriving,#FF69B4,1.4,820.9,-992.3,1287.9,17.970,422
light_d17_h15,light,581.8,stable,#FF8C00,1.8,972.0,857.0,1295.9,13.289,423
humidity_d17_h15,humidity,54.9,content,#00CED1,1.7,-853.3,967.9,1290.3,14.860,423
nutrients_d17_h15,nutrients,1076.6,thriving,#00FF7F,1.5,-972.4,-857.3,1296.4,16.431,423
air_quality_d17_h15,air_quality,12.4,thriving,#FF69B4,1.4,850.8,-965.0,1286.5,18.001,423
light_d17_h16,light,470.0,content,#FFA500,1.5,942.2,884.8,1292.6,13.320,424
humidity_d17_h16,humidity,54.8,content,#00CED1,1.7,-882.8,940.1,1289.7,14.891,424
nutrients_d17_h16,nutrients,1076.1,thriving,#00FF7F,1.3,-945.5,-887.9,1297.0,16.462,424
air_quality_d17_h16,air_quality,13.0,thriving,#FF69B4,1.7,886.8,-944.4,1295.5,18.033,424
light_d17_h17,light,339.8,concerned,#FF6347,1.7,916.2,916.2,1295.8,13.352,425
humidity_d17_h17,humidity,54.1,content,#00CED1,1.7,-909.1,909.1,1285.6,14.923,425
nutrients_d17_h17,nutrients,1069.7,thriving,#00FF7F,1.2,-909.2,-909.2,1285.8,16.493,425
air_quality_d17_h17,air_quality,14.4,thriving,#FF69B4,1.6,915.2,-915.2,1294.3,18.064,425
light_d17_h18,light,200.0,stressed,#FF4500,1.5,895.0,953.0,1307.4,13.383,426
humidity_d17_h18,humidity,59.9,thriving,#00FFFF,1.6,-939.1,881.9,1288.3,14.954,426
nutrients_d17_h18,nutrients,1065.4,thriving,#00FF7F,1.6,-891.8,-949.7,1302.8,16.525,426
air_quality_d17_h18,air_quality,13.5,thriving,#FF69B4,1.1,942.5,-885.1,1292.9,18.096,426
light_d17_h19,light,40.0,critical,#DC143C,1.4,863.7,979.7,1306.1,13.415,427
humidity_d17_h19,humidity,60.8,thriving,#00FFFF,1.6,-975.2,859.7,1300.0,14.985,427
nutrients_d17_h19,nutrients,1072.7,thriving,#00FF7F,1.4,-864.1,-980.1,1306.6,16.556,427
air_quality_d17_h19,air_quality,19.1,concerned,#DA70D6,1.2,969.3,-854.5,1292.1,18.127,427
light_d17_h20,light,40.0,critical,#DC143C,1.6,832.4,1006.2,1305.9,13.446,428
humidity_d17_h20,humidity,64.2,content,#00CED1,1.6,-1010.5,835.9,1311.4,15.017,428
nutrients_d17_h20,nutrients,1072.6,thriving,#00FF7F,1.4,-830.1,-1003.4,1302.2,16.588,428
air_quality_d17_h20,air_quality,15.4,thriving,#FF69B4,1.1,1011.9,-837.1,1313.3,18.158,428
light_d17_h21,light,40.0,critical,#DC143C,1.1,799.1,1030.1,1303.7,13.477,429
humidity_d17_h21,humidity,64.7,content,#00CED1,1.7,-1036.8,804.3,1312.2,15.048,429
