source,target,strength,connection_type,color_flow,time
air_quality_d8_h2,air_quality_d8_h3,0.8,temporal,neutral,195
light_d8_h3,light_d8_h4,0.8,temporal,negative,196
humidity_d8_h3,humidity_d8_h4,0.8,temporal,neutral,196
nutrients_d8_h3,nutrients_d8_h4,0.8,temporal,positive,196
air_quality_d8_h3,air_quality_d8_h4,0.8,temporal,positive,196
light_d8_h4,light_d8_h5,0.8,temporal,negative,197
humidity_d8_h4,humidity_d8_h5,0.8,temporal,neutral,197
nutrients_d8_h4,nutrients_d8_h5,0.8,temporal,positive,197
air_quality_d8_h4,air_quality_d8_h5,0.8,temporal,positive,197
light_d8_h5,light_d8_h6,0.8,temporal,neutral,198
humidity_d8_h5,humidity_d8_h6,0.8,temporal,positive,198
nutrients_d8_h5,nutrients_d8_h6,0.8,temporal,positive,198
air_quality_d8_h5,air_quality_d8_h6,0.8,temporal,neutral,198
light_d8_h6,light_d8_h7,0.8,temporal,neutral,199
humidity_d8_h6,humidity_d8_h7,0.8,temporal,positive,199
nutrients_d8_h6,nutrients_d8_h7,0.8,temporal,positive,199
air_quality_d8_h6,air_quality_d8_h7,0.8,temporal,positive,199
light_d8_h7,light_d8_h8,0.8,temporal,neutral,200
humidity_d8_h7,humidity_d8_h8,0.8,temporal,neutral,200
nutrients_d8_h7,nutrients_d8_h8,0.8,temporal,positive,200
air_quality_d8_h7,air_quality_d8_h8,0.8,temporal,positive,200
light_d8_h8,light_d8_h9,0.8,temporal,neutral,201
humidity_d8_h8,humidity_d8_h9,0.8,temporal,neutral,201
nutrients_d8_h8,nutrients_d8_h9,0.8,temporal,positive,201
air_quality_d8_h8,air_quality_d8_h9,0.8,temporal,neutral,201
light_d8_h9,light_d8_h10,0.8,temporal,neutral,202
humidity_d8_h9,humidity_d8_h10,0.8,temporal,neutral,202
nutrients_d8_h9,nutrients_d8_h10,0.8,temporal,positive,202
air_quality_d8_h9,air_quality_d8_h10,0.8,temporal,neutral,202
light_d8_h10,light_d8_h11,0.8,temporal,neutral,203
humidity_d8_h10,humidity_d8_h11,0.8,temporal,neutral,203
nutrients_d8_h10,nutrients_d8_h11,0.8,temporal,positive,203
air_quality_d8_h10,air_quality_d8_h11,0.8,temporal,neutral,203
light_d8_h11,light_d8_h12,0.8,temporal,neutral,204
humidity_d8_h11,humidity_d8_h12,0.8,temporal,neutral,204
nutrients_d8_h11,nutrients_d8_h12,0.8,temporal,positive,204
air_quality_d8_h11,air_quality_d8_h12,0.8,temporal,positive,204
light_d8_h12,light_d8_h13,0.8,temporal,neutral,205
humidity_d8_h12,humidity_d8_h13,0.8,temporal,neutral,205
nutrients_d8_h12,nutrients_d8_h13,0.8,temporal,positive,205
air_quality_d8_h12,air_quality_d8_h13,0.8,temporal,neutral,205
light_d8_h13,light_d8_h14,0.8,temporal,neutral,206
humidity_d8_h13,humidity_d8_h14,0.8,temporal,neutral,206
nutrients_d8_h13,nutrients_d8_h14,0.8,temporal,positive,206
air_quality_d8_h13,air_quality_d8_h14,0.8,temporal,neutral,206
light_d8_h14,light_d8_h15,0.8,temporal,neutral,207
humidity_d8_h14,humidity_d8_h15,0.8,temporal,neutral,207
nutrients_d8_h14,nutrients_d8_h15,0.8,temporal,positive,207
air_quality_d8_h14,air_quality_d8_h15,0.8,temporal,neutral,207
light_d8_h15,light_d8_h16,0.8,temporal,neutral,208
humidity_d8_h15,humidity_d8_h16,0.8,temporal,neutral,208
nutrients_d8_h15,nutrients_d8_h16,0.8,temporal,neutral,208
air_quality_d8_h15,air_quality_d8_h16,0.8,temporal,positive,208
light_d8_h16,light_d8_h17,0.8,temporal,neutral,209
humidity_d8_h16,humidity_d8_h17,0.8,temporal,neutral,209
nutrients_d8_h16,nutrients_d8_h17,0.8,temporal,positive,209
air_quality_d8_h16,air_quality_d8_h17,0.8,temporal,neutral,209
light_d8_h17,light_d8_h18,0.8,temporal,neutral,210
humidity_d8_h17,humidity_d8_h18,0.8,temporal,neutral,210
nutrients_d8_h17,nutrients_d8_h18,0.8,temporal,positive,210
air_quality_d8_h17,air_quality_d8_h18,0.8,temporal,neutral,210
light_d8_h18,light_d8_h19,0.8,temporal,negative,211
humidity_d8_h18,humidity_d8_h19,0.8,temporal,positive,211
nutrients_d8_h18,nutrients_d8_h19,0.8,temporal,positive,211
air_quality_d8_h18,air_quality_d8_h19,0.8,temporal,neutral,211
light_d8_h19,light_d8_h20,0.8,temporal,negative,212
humidity_d8_h19,humidity_d8_h20,0.8,temporal,neutral,212
nutrients_d8_h19,nutrients_d8_h20,0.8,temporal,positive,212
air_quality_d8_h19,air_quality_d8_h20,0.8,temporal,neutral,212
light_d8_h20,light_d8_h21,0.8,temporal,negative,213
humidity_d8_h20,humidity_d8_h21,0.8,temporal,neutral,213
nutrients_d8_h20,nutrients_d8_h21,0.8,temporal,positive,213
air_quality_d8_h20,air_quality_d8_h21,0.8,temporal,neutral,213
light_d8_h21,light_d8_h22,0.8,temporal,negative,214
humidity_d8_h21,humidity_d8_h22,0.8,temporal,neutral,214
nutrients_d8_h21,nutrients_d8_h22,0.8,temporal,positive,214
air_quality_d8_h21,air_quality_d8_h22,0.8,temporal,neutral,214
light_d8_h22,light_d8_h23,0.8,temporal,negative,215
humidity_d8_h22,humidity_d8_h23,0.8,temporal,neutral,215
nutrients_d8_h22,nutrients_d8_h23,0.8,temporal,positive,215
air_quality_d8_h22,air_quality_d8_h23,0.8,temporal,positive,215
light_d8_h23,light_d9_h0,0.8,temporal,negative,216
humidity_d8_h23,humidity_d9_h0,0.8,temporal,neutral,216
nutrients_d8_h23,nutrients_d9_h0,0.8,temporal,positive,216
air_quality_d8_h23,air_quality_d9_h0,0.8,temporal,neutral,216
light_d9_h0,light_d9_h1,0.8,temporal,negative,217
humidity_d9_h0,humidity_d9_h1,0.8,temporal,neutral,217
nutrients_d9_h0,nutrients_d9_h1,0.8,temporal,positive,217
air_quality_d9_h0,air_quality_d9_h1,0.8,temporal,neutral,217
light_d9_h1,light_d9_h2,0.8,temporal,negative,218
humidity_d9_h1,humidity_d9_h2,0.8,temporal,neutral,218
nutrients_d9_h1,nutrients_d9_h2,0.8,temporal,positive,218
air_quality_d9_h1,air_quality_d9_h2,0.8,temporal,neutral,218
light_d9_h2,light_d9_h3,0.8,temporal,negative,219
humidity_d9_h2,humidity_d9_h3,0.8,temporal,neutral,219
nutrients_d9_h2,nutrients_d9_h3,0.8,temporal,positive,219
air_quality_d9_h2,air_quality_d9_h3,0.8,temporal,positive,219
light_d9_h3,light_d9_h4,0.8,temporal,negative,220
humidity_d9_h3,humidity_d9_h4,0.8,temporal,positive,220
nutrients_d9_h3,nutrients_d9_h4,0.8,temporal,positive,220
air_quality_d9_h3,air_quality_d9_h4,0.8,temporal,neutral,220
light_d9_h4,light_d9_h5,0.8,temporal,negative,221
humidity_d9_h4,humidity_d9_h5,0.8,temporal,positive,221
nutrients_d9_h4,nutrients_d9_h5,0.8,temporal,positive,221
air_quality_d9_h4,air_quality_d9_h5,0.8,temporal,positive,221
light_d9_h5,light_d9_h6,0.8,temporal,neutral,222
humidity_d9_h5,humidity_d9_h6,0.8,temporal,positive,222
nutrients_d9_h5,nutrients_d9_h6,0.8,temporal,positive,222
air_quality_d9_h5,air_quality_d9_h6,0.8,temporal,positive,222
light_d9_h6,light_d9_h7,0.8,temporal,neutral,223
humidity_d9_h6,humidity_d9_h7,0.8,temporal,neutral,223
nutrients_d9_h6,nutrients_d9_h7,0.8,temporal,positive,223
air_quality_d9_h6,air_quality_d9_h7,0.8,temporal,positive,223
light_d9_h7,light_d9_h8,0.8,temporal,neutral,224
humidity_d9_h7,humidity_d9_h8,0.8,temporal,neutral,224
nutrients_d9_h7,nutrients_d9_h8,0.8,temporal,positive,224
air_quality_d9_h7,air_quality_d9_h8,0.8,temporal,positive,224
light_d9_h8,light_d9_h9,0.8,temporal,neutral,225
humidity_d9_h8,humidity_d9_h9,0.8,temporal,neutral,225
nutrients_d9_h8,nutrients_d9_h9,0.8,temporal,positive,225
air_quality_d9_h8,air_quality_d9_h9,0.8,temporal,positive,225
light_d9_h9,light_d9_h10,0.8,temporal,neutral,226
humidity_d9_h9,humidity_d9_h10,0.8,temporal,neutral,226
nutrients_d9_h9,nutrients_d9_h10,0.8,temporal,positive,226
air_quality_d9_h9,air_quality_d9_h10,0.8,temporal,neutral,226
light_d9_h10,light_d9_h11,0.8,temporal,neutral,227
humidity_d9_h10,humidity_d9_h11,0.8,temporal,neutral,227
nutrients_d9_h10,nutrients_d9_h11,0.8,temporal,positive,227
air_quality_d9_h10,air_quality_d9_h11,0.8,temporal,positive,227
light_d9_h11,light_d9_h12,0.8,temporal,neutral,228
humidity_d9_h11,humidity_d9_h12,0.8,temporal,neutral,228
nutrients_d9_h11,nutrients_d9_h12,0.8,temporal,positive,228
air_quality_d9_h11,air_quality_d9_h12,0.8,temporal,positive,228
light_d9_h12,light_d9_h13,0.8,temporal,neutral,229
humidity_d9_h12,humidity_d9_h13,0.8,temporal,neutral,229
nutrients_d9_h12,nutrients_d9_h13,0.8,temporal,positive,229
air_quality_d9_h12,air_quality_d9_h13,0.8,temporal,positive,229
light_d9_h13,light_d9_h14,0.8,temporal,neutral,230
humidity_d9_h13,humidity_d9_h14,0.8,temporal,neutral,230
nutrients_d9_h13,nutrients_d9_h14,0.8,temporal,positive,230
air_quality_d9_h13,air_quality_d9_h14,0.8,temporal,positive,230
light_d9_h14,light_d9_h15,0.8,temporal,neutral,231
humidity_d9_h14,humidity_d9_h15,0.8,temporal,neutral,231
nutrients_d9_h14,nutrients_d9_h15,0.8,temporal,positive,231
air_quality_d9_h14,air_quality_d9_h15,0.8,temporal,positive,231
light_d9_h15,light_d9_h16,0.8,temporal,neutral,232
humidity_d9_h15,humidity_d9_h16,0.8,temporal,neutral,232
nutrients_d9_h15,nutrients_d9_h16,0.8,temporal,positive,232
air_quality_d9_h15,air_quality_d9_h16,0.8,temporal,neutral,232
light_d9_h16,light_d9_h17,0.8,temporal,neutral,233
humidity_d9_h16,humidity_d9_h17,0.8,temporal,positive,233
nutrients_d9_h16,nutrients_d9_h17,0.8,temporal,positive,233
air_quality_d9_h16,air_quality_d9_h17,0.8,temporal,positive,233
light_d9_h17,light_d9_h18,0.8,temporal,neutral,234
humidity_d9_h17,humidity_d9_h18,0.8,temporal,positive,234
nutrients_d9_h17,nutrients_d9_h18,0.8,temporal,positive,234
air_quality_d9_h17,air_quality_d9_h18,0.8,temporal,positive,234
light_d9_h18,light_d9_h19,0.8,temporal,negative,235
humidity_d9_h18,humidity_d9_h19,0.8,temporal,neutral,235
nutrients_d9_h18,nutrients_d9_h19,0.8,temporal,positive,235
air_quality_d9_h18,air_quality_d9_h19,0.8,temporal,neutral,235
light_d9_h19,light_d9_h20,0.8,temporal,negative,236
humidity_d9_h19,humidity_d9_h20,0.8,temporal,neutral,236
nutrients_d9_h19,nutrients_d9_h20,0.8,temporal,positive,236
air_quality_d9_h19,air_quality_d9_h20,0.8,temporal,positive,236
light_d9_h20,light_d9_h21,0.8,temporal,negative,237
humidity_d9_h20,humidity_d9_h21,0.8,temporal,neutral,237
nutrients_d9_h20,nutrients_d9_h21,0.8,temporal,positive,237
air_quality_d9_h20,air_quality_d9_h21,0.8,temporal,positive,237
light_d9_h21,light_d9_h22,0.8,temporal,negative,238
humidity_d9_h21,humidity_d9_h22,0.8,temporal,neutral,238
nutrients_d9_h21,nutrients_d9_h22,0.8,temporal,positive,238
air_quality_d9_h21,air_quality_d9_h22,0.8,temporal,positive,238
light_d9_h22,light_d9_h23,0.8,temporal,negative,239
humidity_d9_h22,humidity_d9_h23,0.8,temporal,neutral,239
nutrients_d9_h22,nutrients_d9_h23,0.8,temporal,positive,239
air_quality_d9_h22,air_quality_d9_h23,0.8,temporal,neutral,239
light_d9_h23,light_d10_h0,0.8,temporal,negative,240
humidity_d9_h23,humidity_d10_h0,0.8,temporal,neutral,240
nutrients_d9_h23,nutrients_d10_h0,0.8,temporal,positive,240
air_quality_d9_h23,air_quality_d10_h0,0.8,temporal,positive,240
light_d10_h0,light_d10_h1,0.8,temporal,negative,241
humidity_d10_h0,humidity_d10_h1,0.8,temporal,neutral,241
nutrients_d10_h0,nutrients_d10_h1,0.8,temporal,positive,241
air_quality_d10_h0,air_quality_d10_h1,0.8,temporal,positive,241
light_d10_h1,light_d10_h2,0.8,temporal,negative,242
humidity_d10_h1,humidity_d10_h2,0.8,temporal,neutral,242
nutrients_d10_h1,nutrients_d10_h2,0.8,temporal,positive,242
air_quality_d10_h1,air_quality_d10_h2,0.8,temporal,positive,242
light_d10_h2,light_d10_h3,0.8,temporal,negative,243
humidity_d10_h2,humidity_d10_h3,0.8,temporal,neutral,243
nutrients_d10_h2,nutrients_d10_h3,0.8,temporal,positive,243
air_quality_d10_h2,air_quality_d10_h3,0.8,temporal,positive,243
light_d10_h3,light_d10_h4,0.8,temporal,negative,244
humidity_d10_h3,humidity_d10_h4,0.8,temporal,positive,244
nutrients_d10_h3,nutrients_d10_h4,0.8,temporal,positive,244
air_quality_d10_h3,air_quality_d10_h4,0.8,temporal,neutral,244
light_d10_h4,light_d10_h5,0.8,temporal,negative,245
humidity_d10_h4,humidity_d10_h5,0.8,temporal,positive,245
nutrients_d10_h4,nutrients_d10_h5,0.8,temporal,positive,245
air_quality_d10_h4,air_quality_d10_h5,0.8,temporal,neutral,245
light_d10_h5,light_d10_h6,0.8,temporal,neutral,246
humidity_d10_h5,humidity_d10_h6,0.8,temporal,positive,246
nutrients_d10_h5,nutrients_d10_h6,0.8,temporal,positive,246
air_quality_d10_h5,air_quality_d10_h6,0.8,temporal,positive,246
light_d10_h6,light_d10_h7,0.8,temporal,neutral,247
humidity_d10_h6,humidity_d10_h7,0.8,temporal,positive,247
nutrients_d10_h6,nutrients_d10_h7,0.8,temporal,positive,247
air_quality_d10_h6,air_quality_d10_h7,0.8,temporal,positive,247
light_d10_h7,light_d10_h8,0.8,temporal,neutral,248
humidity_d10_h7,humidity_d10_h8,0.8,temporal,neutral,248
nutrients_d10_h7,nutrients_d10_h8,0.8,temporal,positive,248
air_quality_d10_h7,air_quality_d10_h8,0.8,temporal,neutral,248
light_d10_h8,light_d10_h9,0.8,temporal,neutral,249
humidity_d10_h8,humidity_d10_h9,0.8,temporal,neutral,249
nutrients_d10_h8,nutrients_d10_h9,0.8,temporal,positive,249
air_quality_d10_h8,air_quality_d10_h9,0.8,temporal,positive,249
light_d10_h9,light_d10_h10,0.8,temporal,neutral,250
humidity_d10_h9,humidity_d10_h10,0.8,temporal,neutral,250
nutrients_d10_h9,nutrients_d10_h10,0.8,temporal,positive,250
air_quality_d10_h9,air_quality_d10_h10,0.8,temporal,neutral,250
light_d10_h10,light_d10_h11,0.8,temporal,neutral,251
humidity_d10_h10,humidity_d10_h11,0.8,temporal,neutral,251
nutrients_d10_h10,nutrients_d10_h11,0.8,temporal,positive,251
air_quality_d10_h10,air_quality_d10_h11,0.8,temporal,positive,251
light_d10_h11,light_d10_h12,0.8,temporal,neutral,252
humidity_d10_h11,humidity_d10_h12,0.8,temporal,neutral,252
nutrients_d10_h11,nutrients_d10_h12,0.8,temporal,positive,252
air_quality_d10_h11,air_quality_d10_h12,0.8,temporal,positive,252
light_d10_h12,light_d10_h13,0.8,temporal,neutral,253
humidity_d10_h12,humidity_d10_h13,0.8,temporal,neutral,253
nutrients_d10_h12,nutrients_d10_h13,0.8,temporal,positive,253
air_quality_d10_h12,air_quality_d10_h13,0.8,temporal,neutral,253
light_d10_h13,light_d10_h14,0.8,temporal,neutral,254
humidity_d10_h13,humidity_d10_h14,0.8,temporal,neutral,254
nutrients_d10_h13,nutrients_d10_h14,0.8,temporal,positive,254
air_quality_d10_h13,air_quality_d10_h14,0.8,temporal,neutral,254
light_d10_h14,light_d10_h15,0.8,temporal,neutral,255
humidity_d10_h14,humidity_d10_h15,0.8,temporal,neutral,255
nutrients_d10_h14,nutrients_d10_h15,0.8,temporal,positive,255
air_quality_d10_h14,air_quality_d10_h15,0.8,temporal,positive,255
light_d10_h15,light_d10_h16,0.8,temporal,neutral,256
humidity_d10_h15,humidity_d10_h16,0.8,temporal,neutral,256
nutrients_d10_h15,nutrients_d10_h16,0.8,temporal,positive,256
air_quality_d10_h15,air_quality_d10_h16,0.8,temporal,positive,256
light_d10_h16,light_d10_h17,0.8,temporal,neutral,257
humidity_d10_h16,humidity_d10_h17,0.8,temporal,positive,257
nutrients_d10_h16,nutrients_d10_h17,0.8,temporal,positive,257
air_quality_d10_h16,air_quality_d10_h17,0.8,temporal,neutral,257
light_d10_h17,light_d10_h18,0.8,temporal,neutral,258
humidity_d10_h17,humidity_d10_h18,0.8,temporal,neutral,258
nutrients_d10_h17,nutrients_d10_h18,0.8,temporal,positive,258
air_quality_d10_h17,air_quality_d10_h18,0.8,temporal,negative,258
light_d10_h18,light_d10_h19,0.8,temporal,negative,259
humidity_d10_h18,humidity_d10_h19,0.8,temporal,positive,259
nutrients_d10_h18,nutrients_d10_h19,0.8,temporal,neutral,259
air_quality_d10_h18,air_quality_d10_h19,0.8,temporal,positive,259
light_d10_h19,light_d10_h20,0.8,temporal,negative,260
humidity_d10_h19,humidity_d10_h20,0.8,temporal,neutral,260
nutrients_d10_h19,nutrients_d10_h20,0.8,temporal,positive,260
air_quality_d10_h19,air_quality_d10_h20,0.8,temporal,negative,260
light_d10_h20,light_d10_h21,0.8,temporal,negative,261
humidity_d10_h20,humidity_d10_h21,0.8,temporal,neutral,261
nutrients_d10_h20,nutrients_d10_h21,0.8,temporal,positive,261
air_quality_d10_h20,air_quality_d10_h21,0.8,temporal,neutral,261
light_d10_h21,light_d10_h22,0.8,temporal,negative,262
humidity_d10_h21,humidity_d10_h22,0.8,temporal,neutral,262
nutrients_d10_h21,nutrients_d10_h22,0.8,temporal,neutral,262
air_quality_d10_h21,air_quality_d10_h22,0.8,temporal,neutral,262
light_d10_h22,light_d10_h23,0.8,temporal,negative,263
humidity_d10_h22,humidity_d10_h23,0.8,temporal,neutral,263
nutrients_d10_h22,nutrients_d10_h23,0.8,temporal,positive,263
air_quality_d10_h22,air_quality_d10_h23,0.8,temporal,positive,263
light_d10_h23,light_d11_h0,0.8,temporal,negative,264
humidity_d10_h23,humidity_d11_h0,0.8,temporal,neutral,264
nutrients_d10_h23,nutrients_d11_h0,0.8,temporal,positive,264
air_quality_d10_h23,air_quality_d11_h0,0.8,temporal,positive,264
light_d11_h0,light_d11_h1,0.8,temporal,negative,265
humidity_d11_h0,humidity_d11_h1,0.8,temporal,neutral,265
nutrients_d11_h0,nutrients_d11_h1,0.8,temporal,positive,265
air_quality_d11_h0,air_quality_d11_h1,0.8,temporal,positive,265
light_d11_h1,light_d11_h2,0.8,temporal,negative,266
humidity_d11_h1,humidity_d11_h2,0.8,temporal,neutral,266
nutrients_d11_h1,nutrients_d11_h2,0.8,temporal,positive,266
air_quality_d11_h1,air_quality_d11_h2,0.8,temporal,positive,266
light_d11_h2,light_d11_h3,0.8,temporal,negative,267
humidity_d11_h2,humidity_d11_h3,0.8,temporal,neutral,267
nutrients_d11_h2,nutrients_d11_h3,0.8,temporal,positive,267
air_quality_d11_h2,air_quality_d11_h3,0.8,temporal,neutral,267
light_d11_h3,light_d11_h4,0.8,temporal,negative,268
humidity_d11_h3,humidity_d11_h4,0.8,temporal,neutral,268
nutrients_d11_h3,nutrients_d11_h4,0.8,temporal,positive,268
air_quality_d11_h3,air_quality_d11_h4,0.8,temporal,positive,268
light_d11_h4,light_d11_h5,0.8,temporal,negative,269
humidity_d11_h4,humidity_d11_h5,0.8,temporal,positive,269
nutrients_d11_h4,nutrients_d11_h5,0.8,temporal,positive,269
air_quality_d11_h4,air_quality_d11_h5,0.8,temporal,neutral,269
light_d11_h5,light_d11_h6,0.8,temporal,neutral,270
humidity_d11_h5,humidity_d11_h6,0.8,temporal,positive,270
nutrients_d11_h5,nutrients_d11_h6,0.8,temporal,positive,270
air_quality_d11_h5,air_quality_d11_h6,0.8,temporal,positive,270
light_d11_h6,light_d11_h7,0.8,temporal,neutral,271
humidity_d11_h6,humidity_d11_h7,0.8,temporal,positive,271
nutrients_d11_h6,nutrients_d11_h7,0.8,temporal,neutral,271
air_quality_d11_h6,air_quality_d11_h7,0.8,temporal,neutral,271
light_d11_h7,light_d11_h8,0.8,temporal,neutral,272
humidity_d11_h7,humidity_d11_h8,0.8,temporal,positive,272
nutrients_d11_h7,nutrients_d11_h8,0.8,temporal,positive,272
air_quality_d11_h7,air_quality_d11_h8,0.8,temporal,positive,272
light_d11_h8,light_d11_h9,0.8,temporal,neutral,273
humidity_d11_h8,humidity_d11_h9,0.8,temporal,neutral,273
nutrients_d11_h8,nutrients_d11_h9,0.8,temporal,positive,273
air_quality_d11_h8,air_quality_d11_h9,0.8,temporal,positive,273
light_d11_h9,light_d11_h10,0.8,temporal,neutral,274
humidity_d11_h9,humidity_d11_h10,0.8,temporal,neutral,274
nutrients_d11_h9,nutrients_d11_h10,0.8,temporal,positive,274
air_quality_d11_h9,air_quality_d11_h10,0.8,temporal,neutral,274
light_d11_h10,light_d11_h11,0.8,temporal,neutral,275
humidity_d11_h10,humidity_d11_h11,0.8,temporal,neutral,275
nutrients_d11_h10,nutrients_d11_h11,0.8,temporal,positive,275
air_quality_d11_h10,air_quality_d11_h11,0.8,temporal,neutral,275
light_d11_h11,light_d11_h12,0.8,temporal,neutral,276
humidity_d11_h11,humidity_d11_h12,0.8,temporal,neutral,276
nutrients_d11_h11,nutrients_d11_h12,0.8,temporal,positive,276
air_quality_d11_h11,air_quality_d11_h12,0.8,temporal,positive,276
light_d11_h12,light_d11_h13,0.8,temporal,neutral,277
humidity_d11_h12,humidity_d11_h13,0.8,temporal,neutral,277
nutrients_d11_h12,nutrients_d11_h13,0.8,temporal,positive,277
air_quality_d11_h12,air_quality_d11_h13,0.8,temporal,positive,277
light_d11_h13,light_d11_h14,0.8,temporal,neutral,278
humidity_d11_h13,humidity_d11_h14,0.8,temporal,neutral,278
nutrients_d11_h13,nutrients_d11_h14,0.8,temporal,positive,278
air_quality_d11_h13,air_quality_d11_h14,0.8,temporal,negative,278
light_d11_h14,light_d11_h15,0.8,temporal,neutral,279
humidity_d11_h14,humidity_d11_h15,0.8,temporal,neutral,279
nutrients_d11_h14,nutrients_d11_h15,0.8,temporal,positive,279
air_quality_d11_h14,air_quality_d11_h15,0.8,temporal,neutral,279
light_d11_h15,light_d11_h16,0.8,temporal,neutral,280
humidity_d11_h15,humidity_d11_h16,0.8,temporal,neutral,280
nutrients_d11_h15,nutrients_d11_h16,0.8,temporal,positive,280
air_quality_d11_h15,air_quality_d11_h16,0.8,temporal,positive,280
light_d11_h16,light_d11_h17,0.8,temporal,neutral,281
humidity_d11_h16,humidity_d11_h17,0.8,temporal,neutral,281
nutrients_d11_h16,nutrients_d11_h17,0.8,temporal,positive,281
air_quality_d11_h16,air_quality_d11_h17,0.8,temporal,neutral,281
light_d11_h17,light_d11_h18,0.8,temporal,neutral,282
humidity_d11_h17,humidity_d11_h18,0.8,temporal,positive,282
nutrients_d11_h17,nutrients_d11_h18,0.8,temporal,positive,282
air_quality_d11_h17,air_quality_d11_h18,0.8,temporal,positive,282
light_d11_h18,light_d11_h19,0.8,temporal,negative,283
humidity_d11_h18,humidity_d11_h19,0.8,temporal,positive,283
nutrients_d11_h18,nutrients_d11_h19,0.8,temporal,positive,283
air_quality_d11_h18,air_quality_d11_h19,0.8,temporal,positive,283
light_d11_h19,light_d11_h20,0.8,temporal,negative,284
humidity_d11_h19,humidity_d11_h20,0.8,temporal,neutral,284
nutrients_d11_h19,nutrients_d11_h20,0.8,temporal,positive,284
air_quality_d11_h19,air_quality_d11_h20,0.8,temporal,neutral,284
light_d11_h20,light_d11_h21,0.8,temporal,negative,285
humidity_d11_h20,humidity_d11_h21,0.8,temporal,neutral,285
nutrients_d11_h20,nutrients_d11_h21,0.8,temporal,positive,285
air_quality_d11_h20,air_quality_d11_h21,0.8,temporal,neutral,285
light_d11_h21,light_d11_h22,0.8,temporal,negative,286
humidity_d11_h21,humidity_d11_h22,0.8,temporal,neutral,286
nutrients_d11_h21,nutrients_d11_h22,0.8,temporal,positive,286
air_quality_d11_h21,air_quality_d11_h22,0.8,temporal,positive,286
light_d11_h22,light_d11_h23,0.8,temporal,negative,287
humidity_d11_h22,humidity_d11_h23,0.8,temporal,neutral,287
nutrients_d11_h22,nutrients_d11_h23,0.8,temporal,positive,287
air_quality_d11_h22,air_quality_d11_h23,0.8,temporal,neutral,287
light_d11_h23,light_d12_h0,0.8,temporal,negative,288
humidity_d11_h23,humidity_d12_h0,0.8,temporal,neutral,288
nutrients_d11_h23,nutrients_d12_h0,0.8,temporal,positive,288
air_quality_d11_h23,air_quality_d12_h0,0.8,temporal,neutral,288
light_d12_h0,light_d12_h1,0.8,temporal,negative,289
humidity_d12_h0,humidity_d12_h1,0.8,temporal,neutral,289
nutrients_d12_h0,nutrients_d12_h1,0.8,temporal,positive,289
air_quality_d12_h0,air_quality_d12_h1,0.8,temporal,positive,289
light_d12_h1,light_d12_h2,0.8,temporal,negative,290
humidity_d12_h1,humidity_d12_h2,0.8,temporal,neutral,290
nutrients_d12_h1,nutrients_d12_h2,0.8,temporal,positive,290
air_quality_d12_h1,air_quality_d12_h2,0.8,temporal,positive,290
light_d12_h2,light_d12_h3,0.8,temporal,negative,291
humidity_d12_h2,humidity_d12_h3,0.8,temporal,neutral,291
nutrients_d12_h2,nutrients_d12_h3,0.8,temporal,positive,291
air_quality_d12_h2,air_quality_d12_h3,0.8,temporal,neutral,291
light_d12_h3,light_d12_h4,0.8,temporal,negative,292
humidity_d12_h3,humidity_d12_h4,0.8,temporal,neutral,292
nutrients_d12_h3,nutrients_d12_h4,0.8,temporal,positive,292
air_quality_d12_h3,air_quality_d12_h4,0.8,temporal,positive,292
light_d12_h4,light_d12_h5,0.8,temporal,negative,293
humidity_d12_h4,humidity_d12_h5,0.8,temporal,neutral,293
nutrients_d12_h4,nutrients_d12_h5,0.8,temporal,positive,293
air_quality_d12_h4,air_quality_d12_h5,0.8,temporal,negative,293
light_d12_h5,light_d12_h6,0.8,temporal,neutral,294
humidity_d12_h5,humidity_d12_h6,0.8,temporal,positive,294
nutrients_d12_h5,nutrients_d12_h6,0.8,temporal,positive,294
air_quality_d12_h5,air_quality_d12_h6,0.8,temporal,positive,294
light_d12_h6,light_d12_h7,0.8,temporal,neutral,295
humidity_d12_h6,humidity_d12_h7,0.8,temporal,neutral,295
nutrients_d12_h6,nutrients_d12_h7,0.8,temporal,positive,295
air_quality_d12_h6,air_quality_d12_h7,0.8,temporal,neutral,295
light_d12_h7,light_d12_h8,0.8,temporal,neutral,296
humidity_d12_h7,humidity_d12_h8,0.8,temporal,neutral,296
nutrients_d12_h7,nutrients_d12_h8,0.8,temporal,positive,296
air_quality_d12_h7,air_quality_d12_h8,0.8,temporal,positive,296
light_d12_h8,light_d12_h9,0.8,temporal,neutral,297
humidity_d12_h8,humidity_d12_h9,0.8,temporal,neutral,297
nutrients_d12_h8,nutrients_d12_h9,0.8,temporal,positive,297
air_quality_d12_h8,air_quality_d12_h9,0.8,temporal,neutral,297
light_d12_h9,light_d12_h10,0.8,temporal,neutral,298
humidity_d12_h9,humidity_d12_h10,0.8,temporal,neutral,298
nutrients_d12_h9,nutrients_d12_h10,0.8,temporal,positive,298
air_quality_d12_h9,air_quality_d12_h10,0.8,temporal,neutral,298
light_d12_h10,light_d12_h11,0.8,temporal,neutral,299
humidity_d12_h10,humidity_d12_h11,0.8,temporal,neutral,299
nutrients_d12_h10,nutrients_d12_h11,0.8,temporal,positive,299
air_quality_d12_h10,air_quality_d12_h11,0.8,temporal,positive,299
