id,sensor_type,reading_value,health_state,color,color_with_alpha,size,week,crisis_level,plant_condition,time_hour,opacity,velocity_x,velocity_y,force_strength,movement_pattern,oscillation_speed,emotional_state
nutrients_h288,nutrients,5.94,EMERGENCY,#FF4400,#FF44008C,18,2,HIGH,NUTRIENTS_EMERGENCY_6,288,0.55,3.143,0.292,2.5,erratic_panic,4,emergency_motion
ph_h288,ph,8.43,MONITORING,#0088FF,#0088FF8C,8,2,WATCH,PH_MONITORING_8,288,0.55,0.565,0.566,0.6,cautious_circle,1.5,monitoring_motion
light_h292,light,79.97,MONITORING,#0088FF,#0088FF8E,8,2,WATCH,LIGHT_MONITORING_80,292,0.56,-0.63,0.494,0.6,cautious_circle,1.5,monitoring_motion
humidity_h292,humidity,112.75,CRISIS,#FF0000,#FF00008E,20,2,HIGH,HUMIDITY_CRISIS_113,292,0.56,-0.492,2.183,2.5,erratic_panic,4,crisis_motion
nutrients_h292,nutrients,4.38,EMERGENCY,#FF4400,#FF44008E,18,2,HIGH,NUTRIENTS_EMERGENCY_4,292,0.56,3.843,-0.758,2.5,erratic_panic,4,emergency_motion
ph_h292,ph,8.96,MONITORING,#0088FF,#0088FF8E,8,2,WATCH,PH_MONITORING_9,292,0.56,0.494,0.63,0.6,cautious_circle,1.5,monitoring_motion
light_h296,light,68.32,MONITORING,#0088FF,#0088FF8F,8,2,WATCH,LIGHT_MONITORING_68,296,0.56,-0.684,0.415,0.6,cautious_circle,1.5,monitoring_motion
humidity_h296,humidity,114.3,CRISIS,#FF0000,#FF00008F,20,2,HIGH,HUMIDITY_CRISIS_114,296,0.56,0.96,2.548,2.5,erratic_panic,4,crisis_motion
nutrients_h296,nutrients,5.17,EMERGENCY,#FF4400,#FF44008F,18,2,HIGH,NUTRIENTS_EMERGENCY_5,296,0.56,2.474,-2.256,2.5,erratic_panic,4,emergency_motion
ph_h296,ph,9.02,MONITORING,#0088FF,#0088FF8F,8,2,WATCH,PH_MONITORING_9,296,0.56,0.415,0.684,0.6,cautious_circle,1.5,monitoring_motion
light_h300,light,53.21,HEALTHY,#00FF00,#00FF0091,10,2,GOOD,LIGHT_HEALTHY_53,300,0.57,-0.495,0.071,0.3,gentle_orbit,0.5,healthy_motion
humidity_h300,humidity,120.41,CRISIS,#FF0000,#FF000091,20,2,HIGH,HUMIDITY_CRISIS_120,300,0.57,2.183,1.48,2.5,erratic_panic,4,crisis_motion
nutrients_h300,nutrients,9.36,MONITORING,#0088FF,#0088FF91,8,2,WATCH,NUTRIENTS_MONITORING_9,300,0.57,0.729,-0.33,0.6,cautious_circle,1.5,monitoring_motion
ph_h300,ph,8.29,MONITORING,#0088FF,#0088FF91,8,2,WATCH,PH_MONITORING_8,300,0.57,0.33,0.729,0.6,cautious_circle,1.5,monitoring_motion
light_h304,light,31.23,MONITORING,#0088FF,#0088FF92,8,2,WATCH,LIGHT_MONITORING_31,304,0.57,-0.763,0.24,0.6,cautious_circle,1.5,monitoring_motion
humidity_h304,humidity,110.01,CRISIS,#FF0000,#FF000092,20,2,HIGH,HUMIDITY_CRISIS_110,304,0.57,1.116,1.274,2.5,erratic_panic,4,crisis_motion
nutrients_h304,nutrients,4.66,EMERGENCY,#FF4400,#FF440092,18,2,HIGH,NUTRIENTS_EMERGENCY_5,304,0.57,2.075,-2.96,2.5,erratic_panic,4,emergency_motion
ph_h304,ph,8.58,MONITORING,#0088FF,#0088FF92,8,2,WATCH,PH_MONITORING_9,304,0.57,0.24,0.763,0.6,cautious_circle,1.5,monitoring_motion
light_h308,light,28.05,MONITORING,#0088FF,#0088FF93,8,2,WATCH,LIGHT_MONITORING_28,308,0.58,-0.786,0.147,0.6,cautious_circle,1.5,monitoring_motion
humidity_h308,humidity,97.06,MONITORING,#0088FF,#0088FF93,8,2,WATCH,HUMIDITY_MONITORING_97,308,0.58,-0.147,-0.786,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h308,nutrients,4.21,EMERGENCY,#FF4400,#FF440093,18,2,HIGH,NUTRIENTS_EMERGENCY_4,308,0.58,1.717,-2.236,2.5,erratic_panic,4,emergency_motion
ph_h308,ph,8.21,MONITORING,#0088FF,#0088FF93,8,2,WATCH,PH_MONITORING_8,308,0.58,0.147,0.786,0.6,cautious_circle,1.5,monitoring_motion
light_h312,light,54.92,HEALTHY,#00FF00,#00FF0095,10,2,GOOD,LIGHT_HEALTHY_55,312,0.58,-0.5,0.011,0.3,gentle_orbit,0.5,healthy_motion
humidity_h312,humidity,98.69,CRISIS,#FF0000,#FF000095,20,2,HIGH,HUMIDITY_CRISIS_99,312,0.58,3.74,-0.898,2.5,erratic_panic,4,crisis_motion
nutrients_h312,nutrients,7.88,EMERGENCY,#FF4400,#FF440095,18,2,HIGH,NUTRIENTS_EMERGENCY_8,312,0.58,1.169,-1.109,2.5,erratic_panic,4,emergency_motion
ph_h312,ph,8.37,MONITORING,#0088FF,#0088FF95,8,2,WATCH,PH_MONITORING_8,312,0.58,0.052,0.798,0.6,cautious_circle,1.5,monitoring_motion
light_h316,light,75.36,MONITORING,#0088FF,#0088FF96,8,2,WATCH,LIGHT_MONITORING_75,316,0.59,-0.799,-0.044,0.6,cautious_circle,1.5,monitoring_motion
humidity_h316,humidity,114.58,CRISIS,#FF0000,#FF000096,20,2,HIGH,HUMIDITY_CRISIS_115,316,0.59,2.532,-1.995,2.5,erratic_panic,4,crisis_motion
nutrients_h316,nutrients,5.61,EMERGENCY,#FF4400,#FF440096,18,2,HIGH,NUTRIENTS_EMERGENCY_6,316,0.59,-0.657,0.489,2.5,erratic_panic,4,emergency_motion
ph_h316,ph,8.99,MONITORING,#0088FF,#0088FF96,8,2,WATCH,PH_MONITORING_9,316,0.59,-0.044,0.799,0.6,cautious_circle,1.5,monitoring_motion
light_h320,light,78.08,MONITORING,#0088FF,#0088FF98,8,2,WATCH,LIGHT_MONITORING_78,320,0.59,-0.788,-0.139,0.6,cautious_circle,1.5,monitoring_motion
humidity_h320,humidity,124.58,CRISIS,#FF0000,#FF000098,20,2,HIGH,HUMIDITY_CRISIS_125,320,0.59,1.882,-3.586,2.5,erratic_panic,4,crisis_motion
nutrients_h320,nutrients,8.36,MONITORING,#0088FF,#0088FF98,8,2,WATCH,NUTRIENTS_MONITORING_8,320,0.59,0.788,0.139,0.6,cautious_circle,1.5,monitoring_motion
ph_h320,ph,9.12,CRISIS,#FF0000,#FF000098,20,2,HIGH,PH_CRISIS_9,320,0.59,-2.949,0.78,2.5,erratic_panic,4,crisis_motion
light_h324,light,51.17,HEALTHY,#00FF00,#00FF0099,10,2,GOOD,LIGHT_HEALTHY_51,324,0.6,-0.498,-0.049,0.3,gentle_orbit,0.5,healthy_motion
humidity_h324,humidity,110.84,CRISIS,#FF0000,#FF000099,20,2,HIGH,HUMIDITY_CRISIS_111,324,0.6,2.335,-2.901,2.5,erratic_panic,4,crisis_motion
nutrients_h324,nutrients,6.54,EMERGENCY,#FF4400,#FF440099,18,2,HIGH,NUTRIENTS_EMERGENCY_7,324,0.6,-1.298,2.304,2.5,erratic_panic,4,emergency_motion
ph_h324,ph,8.98,MONITORING,#0088FF,#0088FF99,8,2,WATCH,PH_MONITORING_9,324,0.6,-0.233,0.765,0.6,cautious_circle,1.5,monitoring_motion
light_h328,light,32.42,MONITORING,#0088FF,#0088FF9A,8,2,WATCH,LIGHT_MONITORING_32,328,0.61,-0.732,-0.323,0.6,cautious_circle,1.5,monitoring_motion
humidity_h328,humidity,122.12,CRISIS,#FF0000,#FF00009A,20,2,HIGH,HUMIDITY_CRISIS_122,328,0.61,0.705,-1.174,2.5,erratic_panic,4,crisis_motion
nutrients_h328,nutrients,4.98,EMERGENCY,#FF4400,#FF44009A,18,2,HIGH,NUTRIENTS_EMERGENCY_5,328,0.61,-2.866,2.008,2.5,erratic_panic,4,emergency_motion
ph_h328,ph,8.39,MONITORING,#0088FF,#0088FF9A,8,2,WATCH,PH_MONITORING_8,328,0.61,-0.323,0.732,0.6,cautious_circle,1.5,monitoring_motion
light_h332,light,24.43,MONITORING,#0088FF,#0088FF9C,8,2,WATCH,LIGHT_MONITORING_24,332,0.61,-0.688,-0.408,0.6,cautious_circle,1.5,monitoring_motion
humidity_h332,humidity,112.02,CRISIS,#FF0000,#FF00009C,20,2,HIGH,HUMIDITY_CRISIS_112,332,0.61,0.778,-1.264,2.5,erratic_panic,4,crisis_motion
nutrients_h332,nutrients,8.33,MONITORING,#0088FF,#0088FF9C,8,2,WATCH,NUTRIENTS_MONITORING_8,332,0.61,0.688,0.408,0.6,cautious_circle,1.5,monitoring_motion
ph_h332,ph,8.24,MONITORING,#0088FF,#0088FF9C,8,2,WATCH,PH_MONITORING_8,332,0.61,-0.408,0.688,0.6,cautious_circle,1.5,monitoring_motion
light_h336,light,9.33,DYING,#8800FF,#8800FF9D,25,3,HIGH,LIGHT_DYING_9,336,0.62,-0.195,-0.502,0.1,declining_drift,0.2,dying_motion
humidity_h336,humidity,75.93,MONITORING,#0088FF,#0088FF9D,8,3,WATCH,HUMIDITY_MONITORING_76,336,0.62,0.487,-0.634,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h336,nutrients,7.27,MONITORING,#0088FF,#0088FF9D,8,3,WATCH,NUTRIENTS_MONITORING_7,336,0.62,0.634,0.487,0.6,cautious_circle,1.5,monitoring_motion
ph_h336,ph,8.93,MONITORING,#0088FF,#0088FF9D,8,3,WATCH,PH_MONITORING_9,336,0.62,-0.487,0.634,0.6,cautious_circle,1.5,monitoring_motion
light_h340,light,6.56,DYING,#8800FF,#8800FF9F,25,3,HIGH,LIGHT_DYING_7,340,0.62,-0.193,-0.503,0.1,declining_drift,0.2,dying_motion
humidity_h340,humidity,64.4,HEALTHY,#00FF00,#00FF009F,10,3,GOOD,HUMIDITY_HEALTHY_64,340,0.62,0.128,-0.483,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h340,nutrients,2.38,DYING,#8800FF,#8800FF9F,25,3,HIGH,NUTRIENTS_DYING_2,340,0.62,0.193,-0.503,0.1,declining_drift,0.2,dying_motion
ph_h340,ph,9.54,MONITORING,#0088FF,#0088FF9F,8,3,WATCH,PH_MONITORING_10,340,0.62,-0.56,0.571,0.6,cautious_circle,1.5,monitoring_motion
light_h344,light,5.47,DYING,#8800FF,#8800FFA0,25,3,HIGH,LIGHT_DYING_5,344,0.63,-0.191,-0.503,0.1,declining_drift,0.2,dying_motion
humidity_h344,humidity,58.79,HEALTHY,#00FF00,#00FF00A0,10,3,GOOD,HUMIDITY_HEALTHY_59,344,0.63,0.147,-0.478,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h344,nutrients,6.97,MONITORING,#0088FF,#0088FFA0,8,3,WATCH,NUTRIENTS_MONITORING_7,344,0.63,0.5,0.624,0.6,cautious_circle,1.5,monitoring_motion
ph_h344,ph,9.3,MONITORING,#0088FF,#0088FFA0,8,3,WATCH,PH_MONITORING_9,344,0.63,-0.624,0.5,0.6,cautious_circle,1.5,monitoring_motion
light_h348,light,5.22,DYING,#8800FF,#8800FFA2,25,3,HIGH,LIGHT_DYING_5,348,0.63,-0.189,-0.504,0.1,declining_drift,0.2,dying_motion
humidity_h348,humidity,45.76,MONITORING,#0088FF,#0088FFA2,8,3,WATCH,HUMIDITY_MONITORING_46,348,0.63,0.68,-0.422,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h348,nutrients,2.22,DYING,#8800FF,#8800FFA2,25,3,HIGH,NUTRIENTS_DYING_2,348,0.63,0.189,-0.504,0.1,declining_drift,0.2,dying_motion
ph_h348,ph,9.54,MONITORING,#0088FF,#0088FFA2,8,3,WATCH,PH_MONITORING_10,348,0.63,-0.68,0.422,0.6,cautious_circle,1.5,monitoring_motion
light_h352,light,3.75,DYING,#8800FF,#8800FFA3,25,3,HIGH,LIGHT_DYING_4,352,0.64,-0.186,-0.505,0.1,declining_drift,0.2,dying_motion
humidity_h352,humidity,59.72,HEALTHY,#00FF00,#00FF00A3,10,3,GOOD,HUMIDITY_HEALTHY_60,352,0.64,0.185,-0.465,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h352,nutrients,5.34,DYING,#8800FF,#8800FFA3,25,3,HIGH,NUTRIENTS_DYING_5,352,0.64,0.186,-0.505,0.1,declining_drift,0.2,dying_motion
ph_h352,ph,9.45,MONITORING,#0088FF,#0088FFA3,8,3,WATCH,PH_MONITORING_9,352,0.64,-0.725,0.338,0.6,cautious_circle,1.5,monitoring_motion
light_h356,light,9.16,DYING,#8800FF,#8800FFA4,25,3,HIGH,LIGHT_DYING_9,356,0.64,-0.183,-0.507,0.1,declining_drift,0.2,dying_motion
humidity_h356,humidity,60.23,HEALTHY,#00FF00,#00FF00A4,10,3,GOOD,HUMIDITY_HEALTHY_60,356,0.64,0.203,-0.457,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h356,nutrients,5.61,DYING,#8800FF,#8800FFA4,25,3,HIGH,NUTRIENTS_DYING_6,356,0.64,0.183,-0.507,0.1,declining_drift,0.2,dying_motion
ph_h356,ph,9.67,MONITORING,#0088FF,#0088FFA4,8,3,WATCH,PH_MONITORING_10,356,0.64,-0.76,0.248,0.6,cautious_circle,1.5,monitoring_motion
light_h360,light,4.82,DYING,#8800FF,#8800FFA6,25,3,HIGH,LIGHT_DYING_5,360,0.65,-0.179,-0.508,0.1,declining_drift,0.2,dying_motion
humidity_h360,humidity,75.15,MONITORING,#0088FF,#0088FFA6,8,3,WATCH,HUMIDITY_MONITORING_75,360,0.65,0.785,-0.155,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h360,nutrients,4.53,DYING,#8800FF,#8800FFA6,25,3,HIGH,NUTRIENTS_DYING_5,360,0.65,0.179,-0.508,0.1,declining_drift,0.2,dying_motion
ph_h360,ph,9.71,MONITORING,#0088FF,#0088FFA6,8,3,WATCH,PH_MONITORING_10,360,0.65,-0.785,0.155,0.6,cautious_circle,1.5,monitoring_motion
light_h364,light,9.66,DYING,#8800FF,#8800FFA7,25,3,HIGH,LIGHT_DYING_10,364,0.66,-0.176,-0.509,0.1,declining_drift,0.2,dying_motion
humidity_h364,humidity,61.47,HEALTHY,#00FF00,#00FF00A7,10,3,GOOD,HUMIDITY_HEALTHY_61,364,0.66,0.239,-0.439,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h364,nutrients,6.28,MONITORING,#0088FF,#0088FFA7,8,3,WATCH,NUTRIENTS_MONITORING_6,364,0.66,0.06,0.798,0.6,cautious_circle,1.5,monitoring_motion
ph_h364,ph,9.12,MONITORING,#0088FF,#0088FFA7,8,3,WATCH,PH_MONITORING_9,364,0.66,-0.798,0.06,0.6,cautious_circle,1.5,monitoring_motion
light_h368,light,5.67,DYING,#8800FF,#8800FFA9,25,3,HIGH,LIGHT_DYING_6,368,0.66,-0.172,-0.511,0.1,declining_drift,0.2,dying_motion
humidity_h368,humidity,58.59,HEALTHY,#00FF00,#00FF00A9,10,3,GOOD,HUMIDITY_HEALTHY_59,368,0.66,0.256,-0.429,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h368,nutrients,4.86,DYING,#8800FF,#8800FFA9,25,3,HIGH,NUTRIENTS_DYING_5,368,0.66,0.172,-0.511,0.1,declining_drift,0.2,dying_motion
ph_h368,ph,9.38,MONITORING,#0088FF,#0088FFA9,8,3,WATCH,PH_MONITORING_9,368,0.66,-0.799,-0.036,0.6,cautious_circle,1.5,monitoring_motion
light_h372,light,2.84,DYING,#8800FF,#8800FFAA,25,3,HIGH,LIGHT_DYING_3,372,0.67,-0.167,-0.512,0.1,declining_drift,0.2,dying_motion
humidity_h372,humidity,45.9,MONITORING,#0088FF,#0088FFAA,8,3,WATCH,HUMIDITY_MONITORING_46,372,0.67,0.789,0.131,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h372,nutrients,6.84,MONITORING,#0088FF,#0088FFAA,8,3,WATCH,NUTRIENTS_MONITORING_7,372,0.67,-0.131,0.789,0.6,cautious_circle,1.5,monitoring_motion
ph_h372,ph,9.36,MONITORING,#0088FF,#0088FFAA,8,3,WATCH,PH_MONITORING_9,372,0.67,-0.789,-0.131,0.6,cautious_circle,1.5,monitoring_motion
light_h376,light,4.22,DYING,#8800FF,#8800FFAB,25,3,HIGH,LIGHT_DYING_4,376,0.67,-0.163,-0.514,0.1,declining_drift,0.2,dying_motion
humidity_h376,humidity,51.16,HEALTHY,#00FF00,#00FF00AB,10,3,GOOD,HUMIDITY_HEALTHY_51,376,0.67,0.29,-0.407,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h376,nutrients,3.04,DYING,#8800FF,#8800FFAB,25,3,HIGH,NUTRIENTS_DYING_3,376,0.67,0.163,-0.514,0.1,declining_drift,0.2,dying_motion
ph_h376,ph,9.73,MONITORING,#0088FF,#0088FFAB,8,3,WATCH,PH_MONITORING_10,376,0.67,-0.768,-0.224,0.6,cautious_circle,1.5,monitoring_motion
light_h380,light,5.08,DYING,#8800FF,#8800FFAD,25,3,HIGH,LIGHT_DYING_5,380,0.68,-0.158,-0.516,0.1,declining_drift,0.2,dying_motion
humidity_h380,humidity,61.43,HEALTHY,#00FF00,#00FF00AD,10,3,GOOD,HUMIDITY_HEALTHY_61,380,0.68,0.306,-0.395,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h380,nutrients,5.07,DYING,#8800FF,#8800FFAD,25,3,HIGH,NUTRIENTS_DYING_5,380,0.68,0.158,-0.516,0.1,declining_drift,0.2,dying_motion
ph_h380,ph,9.75,MONITORING,#0088FF,#0088FFAD,8,3,WATCH,PH_MONITORING_10,380,0.68,-0.735,-0.315,0.6,cautious_circle,1.5,monitoring_motion
light_h384,light,7.32,DYING,#8800FF,#8800FFAE,25,3,HIGH,LIGHT_DYING_7,384,0.68,-0.153,-0.518,0.1,declining_drift,0.2,dying_motion
humidity_h384,humidity,71.51,MONITORING,#0088FF,#0088FFAE,8,3,WATCH,HUMIDITY_MONITORING_72,384,0.68,0.692,0.401,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h384,nutrients,6.64,MONITORING,#0088FF,#0088FFAE,8,3,WATCH,NUTRIENTS_MONITORING_7,384,0.68,-0.401,0.692,0.6,cautious_circle,1.5,monitoring_motion
ph_h384,ph,9.65,MONITORING,#0088FF,#0088FFAE,8,3,WATCH,PH_MONITORING_10,384,0.68,-0.692,-0.401,0.6,cautious_circle,1.5,monitoring_motion
light_h388,light,6.12,DYING,#8800FF,#8800FFB0,25,3,HIGH,LIGHT_DYING_6,388,0.69,-0.148,-0.52,0.1,declining_drift,0.2,dying_motion
humidity_h388,humidity,60.51,HEALTHY,#00FF00,#00FF00B0,10,3,GOOD,HUMIDITY_HEALTHY_61,388,0.69,0.337,-0.37,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h388,nutrients,4.95,DYING,#8800FF,#8800FFB0,25,3,HIGH,NUTRIENTS_DYING_5,388,0.69,0.148,-0.52,0.1,declining_drift,0.2,dying_motion
ph_h388,ph,8.98,MONITORING,#0088FF,#0088FFB0,8,3,WATCH,PH_MONITORING_9,388,0.69,-0.64,-0.481,0.6,cautious_circle,1.5,monitoring_motion
light_h392,light,4.48,DYING,#8800FF,#8800FFB1,25,3,HIGH,LIGHT_DYING_4,392,0.69,-0.142,-0.522,0.1,declining_drift,0.2,dying_motion
humidity_h392,humidity,49.58,MONITORING,#0088FF,#0088FFB1,8,3,WATCH,HUMIDITY_MONITORING_50,392,0.69,0.577,0.554,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h392,nutrients,6.86,MONITORING,#0088FF,#0088FFB1,8,3,WATCH,NUTRIENTS_MONITORING_7,392,0.69,-0.554,0.577,0.6,cautious_circle,1.5,monitoring_motion
ph_h392,ph,8.81,MONITORING,#0088FF,#0088FFB1,8,3,WATCH,PH_MONITORING_9,392,0.69,-0.577,-0.554,0.6,cautious_circle,1.5,monitoring_motion
light_h396,light,8.53,DYING,#8800FF,#8800FFB3,25,3,HIGH,LIGHT_DYING_9,396,0.7,-0.137,-0.525,0.1,declining_drift,0.2,dying_motion
humidity_h396,humidity,50.02,MONITORING,#0088FF,#0088FFB3,8,3,WATCH,HUMIDITY_MONITORING_50,396,0.7,0.507,0.619,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h396,nutrients,4.17,DYING,#8800FF,#8800FFB3,25,3,HIGH,NUTRIENTS_DYING_4,396,0.7,0.137,-0.525,0.1,declining_drift,0.2,dying_motion
ph_h396,ph,8.92,MONITORING,#0088FF,#0088FFB3,8,3,WATCH,PH_MONITORING_9,396,0.7,-0.507,-0.619,0.6,cautious_circle,1.5,monitoring_motion
light_h400,light,2.69,DYING,#8800FF,#8800FFB4,25,3,HIGH,LIGHT_DYING_3,400,0.71,-0.131,-0.527,0.1,declining_drift,0.2,dying_motion
humidity_h400,humidity,51.08,HEALTHY,#00FF00,#00FF00B4,10,3,GOOD,HUMIDITY_HEALTHY_51,400,0.71,0.378,-0.327,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h400,nutrients,3.09,DYING,#8800FF,#8800FFB4,25,3,HIGH,NUTRIENTS_DYING_3,400,0.71,0.131,-0.527,0.1,declining_drift,0.2,dying_motion
ph_h400,ph,9.09,MONITORING,#0088FF,#0088FFB4,8,3,WATCH,PH_MONITORING_9,400,0.71,-0.429,-0.675,0.6,cautious_circle,1.5,monitoring_motion
light_h404,light,5.72,DYING,#8800FF,#8800FFB5,25,3,HIGH,LIGHT_DYING_6,404,0.71,-0.125,-0.53,0.1,declining_drift,0.2,dying_motion
humidity_h404,humidity,70.07,MONITORING,#0088FF,#0088FFB5,8,3,WATCH,HUMIDITY_MONITORING_70,404,0.71,0.345,0.722,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h404,nutrients,2,DYING,#8800FF,#8800FFB5,25,3,HIGH,NUTRIENTS_DYING_2,404,0.71,0.125,-0.53,0.1,declining_drift,0.2,dying_motion
ph_h404,ph,8.97,MONITORING,#0088FF,#0088FFB5,8,3,WATCH,PH_MONITORING_9,404,0.71,-0.345,-0.722,0.6,cautious_circle,1.5,monitoring_motion
light_h408,light,7.24,DYING,#8800FF,#8800FFB7,25,3,HIGH,LIGHT_DYING_7,408,0.72,-0.118,-0.532,0.1,declining_drift,0.2,dying_motion
humidity_h408,humidity,75.27,MONITORING,#0088FF,#0088FFB7,8,3,WATCH,HUMIDITY_MONITORING_75,408,0.72,0.256,0.758,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h408,nutrients,6.27,MONITORING,#0088FF,#0088FFB7,8,3,WATCH,NUTRIENTS_MONITORING_6,408,0.72,-0.758,0.256,0.6,cautious_circle,1.5,monitoring_motion
ph_h408,ph,8.94,MONITORING,#0088FF,#0088FFB7,8,3,WATCH,PH_MONITORING_9,408,0.72,-0.256,-0.758,0.6,cautious_circle,1.5,monitoring_motion
light_h412,light,3.77,DYING,#8800FF,#8800FFB8,25,3,HIGH,LIGHT_DYING_4,412,0.72,-0.112,-0.535,0.1,declining_drift,0.2,dying_motion
humidity_h412,humidity,71.56,MONITORING,#0088FF,#0088FFB8,8,3,WATCH,HUMIDITY_MONITORING_72,412,0.72,0.164,0.783,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h412,nutrients,3.63,DYING,#8800FF,#8800FFB8,25,3,HIGH,NUTRIENTS_DYING_4,412,0.72,0.112,-0.535,0.1,declining_drift,0.2,dying_motion
ph_h412,ph,9.74,MONITORING,#0088FF,#0088FFB8,8,3,WATCH,PH_MONITORING_10,412,0.72,-0.164,-0.783,0.6,cautious_circle,1.5,monitoring_motion
light_h416,light,4.4,DYING,#8800FF,#8800FFBA,25,3,HIGH,LIGHT_DYING_4,416,0.73,-0.105,-0.538,0.1,declining_drift,0.2,dying_motion
humidity_h416,humidity,54.78,HEALTHY,#00FF00,#00FF00BA,10,3,GOOD,HUMIDITY_HEALTHY_55,416,0.73,0.426,-0.262,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h416,nutrients,5.73,DYING,#8800FF,#8800FFBA,25,3,HIGH,NUTRIENTS_DYING_6,416,0.73,0.105,-0.538,0.1,declining_drift,0.2,dying_motion
ph_h416,ph,9.43,MONITORING,#0088FF,#0088FFBA,8,3,WATCH,PH_MONITORING_9,416,0.73,-0.069,-0.797,0.6,cautious_circle,1.5,monitoring_motion
light_h420,light,7.96,DYING,#8800FF,#8800FFBB,25,3,HIGH,LIGHT_DYING_8,420,0.73,-0.098,-0.541,0.1,declining_drift,0.2,dying_motion
humidity_h420,humidity,49.44,MONITORING,#0088FF,#0088FFBB,8,3,WATCH,HUMIDITY_MONITORING_49,420,0.73,-0.027,0.8,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h420,nutrients,4.97,DYING,#8800FF,#8800FFBB,25,3,HIGH,NUTRIENTS_DYING_5,420,0.73,0.098,-0.541,0.1,declining_drift,0.2,dying_motion
ph_h420,ph,9.15,MONITORING,#0088FF,#0088FFBB,8,3,WATCH,PH_MONITORING_9,420,0.73,0.027,-0.8,0.6,cautious_circle,1.5,monitoring_motion
light_h424,light,3.87,DYING,#8800FF,#8800FFBC,25,3,HIGH,LIGHT_DYING_4,424,0.74,-0.091,-0.544,0.1,declining_drift,0.2,dying_motion
humidity_h424,humidity,51.24,HEALTHY,#00FF00,#00FF00BC,10,3,GOOD,HUMIDITY_HEALTHY_51,424,0.74,0.445,-0.228,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h424,nutrients,3.19,DYING,#8800FF,#8800FFBC,25,3,HIGH,NUTRIENTS_DYING_3,424,0.74,0.091,-0.544,0.1,declining_drift,0.2,dying_motion
ph_h424,ph,9.22,MONITORING,#0088FF,#0088FFBC,8,3,WATCH,PH_MONITORING_9,424,0.74,0.122,-0.791,0.6,cautious_circle,1.5,monitoring_motion
light_h428,light,5.92,DYING,#8800FF,#8800FFBE,25,3,HIGH,LIGHT_DYING_6,428,0.74,-0.084,-0.547,0.1,declining_drift,0.2,dying_motion
humidity_h428,humidity,61.81,HEALTHY,#00FF00,#00FF00BE,10,3,GOOD,HUMIDITY_HEALTHY_62,428,0.74,0.454,-0.21,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h428,nutrients,2.04,DYING,#8800FF,#8800FFBE,25,3,HIGH,NUTRIENTS_DYING_2,428,0.74,0.084,-0.547,0.1,declining_drift,0.2,dying_motion
ph_h428,ph,9.61,MONITORING,#0088FF,#0088FFBE,8,3,WATCH,PH_MONITORING_10,428,0.74,0.216,-0.77,0.6,cautious_circle,1.5,monitoring_motion
light_h432,light,3.05,DYING,#8800FF,#8800FFBF,25,3,HIGH,LIGHT_DYING_3,432,0.75,-0.076,-0.551,0.1,declining_drift,0.2,dying_motion
humidity_h432,humidity,75.67,MONITORING,#0088FF,#0088FFBF,8,3,WATCH,HUMIDITY_MONITORING_76,432,0.75,-0.307,0.739,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h432,nutrients,5.61,DYING,#8800FF,#8800FFBF,25,3,HIGH,NUTRIENTS_DYING_6,432,0.75,0.076,-0.551,0.1,declining_drift,0.2,dying_motion
ph_h432,ph,9.67,MONITORING,#0088FF,#0088FFBF,8,3,WATCH,PH_MONITORING_10,432,0.75,0.307,-0.739,0.6,cautious_circle,1.5,monitoring_motion
light_h436,light,9.5,DYING,#8800FF,#8800FFC1,25,3,HIGH,LIGHT_DYING_10,436,0.76,-0.069,-0.554,0.1,declining_drift,0.2,dying_motion
humidity_h436,humidity,68.8,HEALTHY,#00FF00,#00FF00C1,10,3,GOOD,HUMIDITY_HEALTHY_69,436,0.76,0.469,-0.173,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h436,nutrients,7.94,MONITORING,#0088FF,#0088FFC1,8,3,WATCH,NUTRIENTS_MONITORING_8,436,0.76,-0.697,-0.393,0.6,cautious_circle,1.5,monitoring_motion
